# Northern Indian Ocean SST Reconstruction and Oxygen Isotope, Ba/Ca and Geochemistry Data for last 31,000 Years
#-----------------------------------------------------------------------
#               World Data Center for Paleoclimatology, Boulder
#                                   and
#                      NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite original publication, online resource and date accessed when using this data.
# If there is no publication information, please cite Investigator, title, online resource and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Online_Resource: http://www.ncdc.noaa.gov/paleo/study/17575
# Online_Resource: http://www1.ncdc.noaa.gov/pub/data/paleo/contributions_by_author/saraswat2013/saraswat2013-sk237gc04.txt
#
# Archive: Paleoceanography
#---------------------------------------
# Contribution_Date
#    Date: 2014-12-15
#---------------------------------------
# Title
#    Study_Name: Northern Indian Ocean SST Reconstruction and Oxygen Isotope, Ba/Ca and Geochemistry Data for last 31,000 Years
#---------------------------------------
# Investigators
#      Investigators: Saraswat, R.; Lea, D.W.; Nigam, R.; Mackensen,  A.; Naik, D.K.
#---------------------------------------
# Description and Notes
#        Description: Centennial scale seawater temperature and runoff record covering the last deglacialtion in the northern Indian Ocean
#          Provided Keywords: Holocene, Younger Dryas, glacial
#---------------------------------------
# Publication
# Authors: Saraswat, R., D.W. Lea, R. Nigam, A. Mackensen, and D.K. Naik
# Published_Date_or_Year: 2013
# Published_Title: Deglaciation in the tropical Indian Ocean driven by interplay between the regional monsoon and global teleconnections
# Journal_Name: Earth and Planetary Science Letters
# Volume: 375
# Issue: 
# Pages: 166-175
# Report Number: 
# DOI: 10.1016/j.epsl.2013.05.022
# Abstract: High resolution climate records of the ice age terminations from monsoon-dominated regions reveal the interplay of regional and global driving forces. Speleothem records from Chinese caves indicate that glacial terminations were interrupted by prominent weak monsoon intervals (WMI), lasting a few thousand years. Deglacial WMIs are interpreted as the result of cold temperature anomalies generated by sea ice feedbacks in the North Atlantic, most prominently during Heinrich Events. Recent modelling results suggest, however, that WMIs reflect changes in the intensity of the Indian rather than the East Asian monsoon. Here we use foraminiferal trace element (Mg/Ca and Ba/Ca) and stable isotope records from a sediment core off the Malabar coast in the southeastern Arabian Sea with centennial-scale resolution to test this hypothesis and to constrain the nature and timing of deglacial climate change in the tropical Indian Ocean. The Malabar deglacial SST record is unique in character and different from other tropical climate records. SST at the Last Glacial Maximum was 2.7±0.5 °C colder than pre-industrial SST. Deglacial warming started at 18.6 (95% CI range 18.8-18.1) kyr BP, within error of the onset of warming at other tropical sites as well as in Antarctica and the Southern Ocean and either coeval with or up to 1 kyr before the atmospheric CO2 rise. Warming took place in two steps separated by an interval of stable SST between 15.7 (16.2-14.9) and 13.2 (13.9-12.0) kyr BP. The d18O-water record and the Ba/Ca record, which is a measure of Indian sub-continent riverine runoff, indicate that the last ice age termination was marked by a prominent weak Indian Monsoon interval interrupted by an intense monsoon phase, as seen in speleothem records and predicted by modelling. A strong correspondence between the timing of the Malabar d18Osw record and the Hulu Cave monsoon record suggests that deglacial d18O changes in both localities dominantly reflect compositional changes in precipitation, likely driven by changes in the North Atlantic.
#---------------------------------------
# Funding_Agency
#    Funding_Agency_Name: Department of Science and Technology, India
#    Grant: 
#---------------------------------------
# Funding_Agency
#    Funding_Agency_Name: Indo-US STF
#    Grant: 
#---------------------------------------
# Site Information
# Site_Name: SK237-GC04
# Location: Northern Indian Ocean
# Country: India
# Northernmost_Latitude: 10.9775
# Southernmost_Latitude: 10.9775
# Easternmost_Longitude: 74.999333
# Westernmost_Longitude: 74.999333
# Elevation: -1245
#---------------------------------------
# Data_Collection
#   Collection_Name: SK237-GC04 Saraswat13
#   First_Year: 31600
#   Last_Year: 120
#   Time_Unit: cal yr BP
#   Core_Length: 287
#   Notes: Raw Data
#---------------------------------------
# Species
#   Species_Name: Globigerinoides ruber
#   Common_Name: G. ruber
#---------------------------------------
# Chronology: 
# 
# Labcode   sample identification used by 14C laboratory   
# depth_top  Depth top of sample interval (cm)  
# depth_bottom  Depth bottom of sample interval (cm)  
# mat.dated   Material Dated  
# 14C.raw  conventional radiocarbon age, years before 1950AD    
# 14C.raw_err   radiocarbon age, standard error   
# datemeth    Dating method  
# reservoir   Reservoir correction  
# delta-R   Deviation from global mean reservoir correction  
# delta-R_err_lo     delta-R standard error down   
# delta-R_err_up   delta-R standard error up   
# calib.14C    Calibrated age  
# calib.14C_1sig_lo  Calibrated age, 1-sigma lower confidence bound    
# calib.14C_1sig_up  Calibrated age, 1-sigma upper confidence bound     
# calib.14C_2sig_lo  Calibrated age, 2-sigma lower confidence bound     
# calib.14C_2sig_up  Calibrated age, 2-sigma upper confidence bound   
# calib_method   Calibration method  
# rejected   Rejected sample  (yes/no)  
# notes  Notes  
# 
# Labcode  depth_top  depth_bottom  mat.dated  14C.raw  14C.raw_err  datemeth  reservoir  delta-R  delta-R_err_lo  delta-R_err_up  calib.14C    calib.14C_2sig_lo  calib.14C_2sig_up  calib_method              rejected   notes  
# UGAMS5378  0  1  Mixed planktic foraminifera   620  25  14C AMS  Marine09  138  64  64  115  0  246  CALIB REV6.0.0  NaN  NaN  
# UGAMS5739  25  26  Mixed planktic foraminifera   2730  30  14C AMS  Marine09  138  64  64  2260  2075  2460  CALIB REV6.0.0  NaN  NaN  
# UGAMS5740  49  50  Mixed planktic foraminifera   6360  30  14C AMS  Marine09  138  64  64  6670  6484  6846  CALIB REV6.0.0  NaN  NaN  
# UGAMS5935  85  86  Mixed planktic foraminifera   9930  30  14C AMS  Marine09  138  64  64  10670  10506  10940  CALIB REV6.0.0  NaN  NaN  
# UGAMS5741  99  100  Mixed planktic foraminifera   9890  30  14C AMS  Marine09  138  64  64  10620  10478  10887  CALIB REV6.0.0  Yes  NaN  
# UGAMS5936  144  145  Mixed planktic foraminifera   12930  30  14C AMS  Marine09  138  64  64  14440  14066  14957  CALIB REV6.0.0  NaN  NaN  
# UGAMS5937  156  157  Mixed planktic foraminifera   13860  40  14C AMS  Marine09  138  64  64  16390  15830  16806  CALIB REV6.0.0  NaN  NaN  
# UGAMS7195  188  189  Mixed planktic foraminifera   15820  40  14C AMS  Marine09  138  64  64  18573  18468  18730  CALIB REV6.0.0  NaN  NaN  
# UGAMS5938  286  289  Mixed planktic foraminifera   28090  80  14C AMS  Marine09  138  64  64  31600  31353  31990  CALIB REV6.0.0  NaN  NaN  
# 
#---------------------------------------
# Variables
# Data variables follow that are preceded by "##" in columns one and two.
# Variables list, one per line, shortname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
## depth_cm  Depth,,,cm ,,,,,N
## age_calkaBP  age,,,calendar kiloyears before present,,,,,N
## Mg/Ca-g.rub-w  Magnesium/Calcium ratio,G. ruber white,,mmol/mol,,Paleoceanography,,Analytical technique: inductively coupled plasma mass spectrometry,N
## sst-Mg/Ca-g.rub-w  sea surface temperature,Mg/Ca G. ruber,,degrees Celsius,,Paleoceanography,Using Dekens '02,,N
## d18Og.rub-w.v  delta 18O,G. ruber white,,per mil VPDB,,Paleoceanography,,Analytical technique: inductively coupled plasma mass spectrometry,N
## Ba/Ca-g-rub-w  Barium/Calcium Ratio,G. ruber white,,µm/m,,Paleoceanography,,Analytical technique: inductively coupled plasma mass spectrometry,N
## d18Osw-g.rub-w.v  delta 18O seawater,G.ruber white,,per mil VPDB,,Paleoceanography,Calculated from d18Oforam - SST contribution,,N
# Data
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Value: -999
depth_cm	age_calkaBP	Mg/Ca-g.rub-w	sst-Mg/Ca-g.rub-w	d18Og.rub-w.v	Ba/Ca-g-rub-w	d18Osw-g.rub-w.v	
1	0.12	4.48	28.18	-2.43	-999	0.27	
3	0.29	4.44	28.08	-2.40	-999	0.28	
4.5	0.42	-999	-999	-2.46	-999	-999	
5.5	0.51	4.72	28.76	-999	-999	-999	
6.5	0.60	4.27	27.65	-2.12	-999	0.55	
7.5	0.68	4.67	28.64	-2.00	-999	0.80	
8.5	0.77	4.93	29.24	-2.30	-999	0.63	
9.5	0.86	4.37	27.89	-2.18	-999	0.47	
10.5	0.95	4.34	27.81	-999	-999	-999	
11.5	1.03	4.38	27.93	-2.26	-999	0.39	
12.5	1.12	4.63	28.55	-2.40	-999	0.38	
13.5	1.21	4.36	27.87	-999	-999	-999	
14.5	1.30	4.73	28.77	-2.45	-999	0.38	
15.5	1.38	4.88	29.13	-999	-999	-999	
16.5	1.47	4.49	28.20	-2.42	-999	0.29	
17.5	1.56	4.81	28.97	-2.33	-999	0.53	
18.5	1.65	4.58	28.42	-2.41	-999	0.35	
19.5	1.73	4.55	28.34	-2.26	-999	0.48	
20.5	1.82	4.81	28.95	-2.32	-999	0.55	
21.5	1.91	4.20	27.46	-2.46	-999	0.09	
22.5	2.00	4.61	28.49	-2.41	-999	0.36	
23.5	2.08	4.48	28.18	-2.34	-999	0.36	
24.5	2.17	4.35	27.85	-2.34	-999	0.29	
25.5	2.26	4.70	28.72	-2.40	-999	0.41	
26.5	2.44	4.60	28.46	-2.47	-999	0.30	
27.5	2.63	4.15	27.34	-2.11	-999	0.42	
28.5	2.81	4.46	28.12	-2.43	-999	0.26	
29.5	3.00	4.54	28.31	-2.58	-999	0.15	
30.5	3.18	4.51	28.24	-2.51	-999	0.21	
31.5	3.36	4.30	27.73	-999	-999	-999	
32.5	3.55	4.61	28.49	-2.30	-999	0.47	
33.5	3.73	4.73	28.77	-2.48	-999	0.35	
34.5	3.91	4.58	28.41	-999	-999	-999	
35.5	4.10	4.79	28.91	-2.36	-999	0.49	
36.5	4.28	4.61	28.49	-999	-999	-999	
37.5	4.47	4.60	28.46	-2.40	-999	0.36	
38.5	4.65	4.21	27.49	-2.21	-999	0.35	
39.5	4.83	4.63	28.55	-2.33	-999	0.45	
40.5	5.02	4.58	28.42	-2.45	-999	0.31	
41.5	5.20	4.79	28.92	-2.49	-999	0.36	
42.5	5.38	4.77	28.87	-2.42	-999	0.42	
43.5	5.57	4.70	28.71	-2.51	-999	0.31	
44.5	5.75	4.75	28.82	-2.51	-999	0.32	
45.5	5.94	4.67	28.64	-2.52	-999	0.28	
46.5	6.12	4.47	28.15	-2.46	-999	0.24	
47.5	6.30	4.84	29.05	-2.51	-999	0.26	
48.5	6.49	4.55	28.34	-2.27	-999	0.46	
49.5	6.67	4.59	28.45	-2.38	-999	0.38	
50.5	6.78	4.80	28.95	-2.31	-999	0.56	
51.5	6.89	4.67	28.64	-2.25	-999	0.55	
52.5	7.00	4.75	28.83	-2.29	-999	0.55	
53.5	7.11	4.70	28.72	-2.27	-999	0.55	
54.5	7.23	4.73	28.77	-2.18	-999	0.64	
55.5	7.34	4.64	28.57	-2.24	-999	0.54	
56.5	7.45	4.69	28.68	-2.32	-999	0.49	
57.5	7.56	4.77	28.87	-2.35	-999	0.50	
58.5	7.67	4.66	28.63	-2.22	1.32	0.58	
59.5	7.78	4.83	29.01	-2.23	1.36	0.65	
60.5	7.89	4.88	29.12	-2.16	1.37	0.74	
61.5	8.00	4.75	28.83	-2.40	1.54	0.44	
62.5	8.11	4.50	28.23	-2.22	1.45	0.49	
63.5	8.23	4.73	28.77	-2.14	1.63	0.69	
64.5	8.34	4.75	28.83	-2.36	1.78	0.48	
65.5	8.45	4.86	29.09	-2.15	1.69	0.74	
66.5	8.56	4.77	28.87	-2.23	1.63	0.62	
67.5	8.67	4.69	28.67	-2.22	1.85	0.59	
68.5	8.78	4.66	28.62	-2.04	1.51	0.76	
69.5	8.89	4.79	28.93	-2.21	2.25	0.65	
70.5	9.00	4.34	27.82	-2.37	1.24	0.21	
71.5	9.11	4.81	28.97	-1.96	1.81	0.90	
72.5	9.23	4.83	29.00	-2.29	2.25	0.59	
73.5	9.34	4.84	29.03	-2.06	1.73	0.82	
74.5	9.45	4.53	28.30	-2.13	2.18	0.59	
75.5	9.56	4.67	28.63	-2.10	1.93	0.70	
76.5	9.67	4.32	27.78	-1.95	1.62	0.68	
77.5	9.78	4.51	28.25	-1.93	2.13	0.79	
78.5	9.89	4.52	28.27	-1.87	1.41	0.86	
79.5	10.00	4.42	28.02	-1.98	1.32	0.69	
80.5	10.11	4.52	28.27	-1.67	1.54	1.06	
81.5	10.23	4.72	28.75	-2.03	1.47	0.80	
82.5	10.34	4.30	27.73	-1.79	1.44	0.82	
83.5	10.45	4.75	28.82	-1.84	1.53	0.99	
84.5	10.56	4.58	28.43	-2.29	1.34	0.47	
85.5	10.67	4.64	28.56	-1.82	1.64	0.97	
86.5	10.73	4.76	28.86	-2.06	1.49	0.78	
87.5	10.80	-999	-999	-1.75	-999	-999	
88.5	10.86	4.49	28.19	-1.55	1.14	1.15	
89.5	10.93	4.61	28.50	-1.52	1.27	1.25	
90.5	10.99	5.04	29.48	-1.49	0.94	1.16	
91.5	11.05	4.47	28.14	-1.28	1.06	1.42	
92.5	11.12	4.63	28.55	-1.41	1.23	1.38	
93.5	11.18	4.67	28.65	-1.23	0.91	1.57	
94.5	11.25	4.44	28.07	-1.15	1.01	1.53	
95.5	11.31	4.47	28.15	-1.37	1.02	1.33	
96.5	11.37	4.49	28.20	-1.81	1.27	0.90	
97.5	11.44	4.96	29.31	-1.59	1.02	1.11	
98.5	11.50	4.51	28.25	-1.43	0.98	1.29	
99.5	11.56	4.48	28.16	-1.33	1.08	1.37	
100.5	11.63	4.07	27.10	-1.28	0.86	1.31	
101.5	11.69	4.45	28.09	-1.21	0.98	1.47	
102.5	11.76	4.29	27.69	-1.35	1.04	1.26	
103.5	11.82	4.10	27.18	-1.09	0.90	1.40	
104.5	11.88	4.25	27.60	-1.33	1.06	1.25	
105.5	11.95	4.28	27.67	-1.21	0.91	1.39	
106.5	12.01	4.41	28.01	-1.64	1.15	1.03	
107.5	12.08	4.39	27.94	-1.19	1.06	1.47	
108.5	12.14	4.45	28.10	-1.34	1.07	1.35	
109.5	12.20	4.27	27.65	-1.15	1.05	1.44	
110.5	12.27	4.31	27.75	-1.22	1.06	1.39	
111.5	12.33	4.26	27.62	-1.04	1.03	1.55	
112.5	12.40	3.86	26.51	-1.10	0.77	1.40	
113.5	12.46	4.33	27.80	-1.05	1.13	1.58	
114.5	12.52	4.53	28.30	-1.34	0.88	1.14	
115.5	12.59	4.19	27.44	-1.00	1.04	1.55	
116.5	12.65	4.29	27.70	-1.27	1.40	1.34	
117.5	12.71	3.93	26.71	-1.09	1.13	1.31	
118.5	12.78	4.32	27.78	-1.05	1.07	1.57	
119.5	12.84	4.28	27.68	-1.15	1.07	1.45	
120.5	12.91	3.89	26.60	-1.11	1.30	1.27	
121.5	12.97	4.13	27.28	-1.26	1.17	1.25	
122.5	13.03	4.42	28.03	-1.17	0.99	1.23	
123.5	13.10	4.01	26.95	-1.27	1.24	1.18	
124.5	13.16	4.34	27.82	-1.24	1.19	1.39	
125.5	13.23	4.24	27.57	-1.21	0.98	1.37	
126.5	13.29	4.11	27.22	-1.33	1.11	1.18	
127.5	13.35	4.17	27.37	-1.30	1.45	1.24	
128.5	13.42	4.11	27.23	-1.17	1.20	1.34	
129.5	13.48	4.47	28.15	-1.20	1.22	1.50	
130.5	13.55	4.31	27.74	-1.15	1.43	1.47	
131.5	13.61	4.31	27.75	-1.24	1.30	1.37	
